   -50,   328,   833
  -140,   337,   789
   -29,   342,   690
   -56,   269,   627
  -169,   284,   752
  -198,   258,   780
  -204,   277,   649
  -142,   422,   770
   -47,   295,   812
   -53,   313,   791
  -130,   318,   784
  -155,   376,   760
  -171,   518,   570
  -175,   357,   388
   -87,   101,   548
  -262,    40,  1597
   -34,  -243,  1396
   101,   169,   120
  -501,  -321,   188
  -107,   -57,   169
   190,  -227,  2674
    62,   -31,  1918
  -272,    80,    81
  -479,   -35,  -892
  -418,    12,  -545
   -38,  -134,  1222
   484,  -138,  3495
  -242,  -282,  2004
  -106,  -111,  -377
  -462,  -100, -1414
  -252,   -44,   216
   314,  -327,  2284
   300,   144,  3204
   -72,  -502,  -378
  -352,   105,  -769
  -328,   193,  -461
   294,     4,  1201
   165,    83,  3480
  -177,  -418,   757
  -184,   111,  -567
  -224,   428,  -600
    10,    60,   871
   177,    68,  2929
  -182,  -121,  1194
   170,   242,  -478
  -535,   309,  -812
    97,   -19,   547
   -42,    85,  2735
  -159,    -5,  1160
  -123,   315,  -596
  -723,   307,  -656
   269,   -85,  1038
    86,   131,  3168
   -60,  -221,   832
   117,    91,  -729
  -558,   312,  -538
   -45,  -154,  1036
   315,   445,  3195
  -890,   381,  1297
  -398,    62,  -480
   697,  -111,  -638
  1928,   223,  1264
 -1133,   248,  1902
 -1538,   752,   614
  -505,   257,   182
   154,  -254,  -327
   534,   -52,   671
  1030,   156,  2261
 -1537,   551,  2086
 -1235,  -102,    -6
   602,  -232,  -565
  1624,  -251,   582
   535,  -625,  1368
 -1884,   492,  1405
 -2494,   379,     7
  -358,  -545,   610
  1846,  -271,   780
  1841,  -371,   932
  -858,  -258,  1100
 -2953,   338,   404
 -1018,  -368,   890
  1289,  -234,   574
  2013,   -33,   962
   382,  -524,   802
 -1923,   311,   570
 -2788,   406,   503
   638,  -520,   727
  1906,   219,   598
   970,  -342,   550
  -577,  -195,   513
 -3541,   485,   351
  -985,  -592,   762
  1308,  -355,   556
  1841,  -212,   741
   841,  -634,   678
 -1767,   302,  1062
 -3107,   822,   438
  -113,  -604,   798
  1470,  -190,   489
  2090,  -298,   573
    17,  -578,   526
 -2810,   525,   720
 -1925,   -27,   721
   785,  -439,   730
  1721,   -12,   947
   978,  -301,   755
 -1057,   130,  1147
 -2648,   632,   148
  -941,  -242,   622
  1497,  -432,   425
  1892,  -273,   790
   167,  -556,   743
 -1897,   445,   535
 -2583,   577,   731
   232,  -345,   748
  1645,   -74,   608
  1208,  -296,   835
  -584,  -167,   750
 -3408,   637,   490
  -574,  -447,   103
  1668,  -277,   769
  1642,  -347,  1214
  -591,   -88,   789
 -2917,   742,   426
 -1075,  -290,   367
  1306,  -378,   958
  1717,    -3,  1052
   355,  -357,   521
 -2791,   555,   802
 -1939,   -54,   328
   614,  -426,   946
  1873,  -124,   869
  1412,  -394,   705
 -1602,   264,  1185
 -3372,   885,   434
   -75,  -367,   653
  1494,  -193,   520
  1826,  -553,   550
  -167,  -674,   249
 -3850,   844,  1171
 -1431,  -332,   722
   887,  -380,   782
  1791,  -208,   790
   922,  -366,   395
  -554,  -322,   574
 -3768,   895,   582
 -1141,  -583,   997
  1294,  -240,   443
  1839,   -90,   690
   687,  -522,    48
 -1754,   302,  1213
 -2323,   653,  1511
